,Date,Close,Volume,rebased at 100
0,2022-06-01 00:00:00-04:00,30.350000381469727,14991600,100
1,2022-06-02 00:00:00-04:00,33.5,27918800,110
2,2022-06-03 00:00:00-04:00,33.42499923706055,18234400,110
20,2022-06-30 00:00:00-04:00,30.575000762939453,6718800,100
