,Date,Close,Volume,rebased at 100
0,2022-06-01 00:00:00-04:00,4101.22998046875,4145710000,100
1,2022-06-02 00:00:00-04:00,4176.81982421875,3604930000,99
2,2022-06-03 00:00:00-04:00,4108.5400390625,3107080000,99
20,2022-06-30 00:00:00-04:00,3785.3798828125,4032260000,90
